"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","fct","W","Y"
-0.560475646552213,-0.511603722189581,0.19654977656002,-0.699228106144098,0.511000395297378,2.37072522047599,-0.150629960444101,-0.910061169987262,-1.09217503496728,0.278222422366323,"b",1,-1.56407835027082
-0.23017748948328,0.236937879127631,0.650113188667264,0.996451529666396,1.80799277841515,-0.166811957051551,0.800940558387889,0.280662667558854,-1.33754185485004,-1.60253773352533,"c",1,0.046502236389999
1.55870831414912,-0.541589171621698,0.671004187901994,-0.69274535356833,-1.70261496033122,0.926961395348714,-1.18671784824664,-1.03567039657968,1.10924196769037,-0.320899532681085,"c",1,1.0019306935195
0.070508391424576,1.21922764704307,-1.28415776513223,-0.103483046838697,0.287448758850646,-0.568151747750955,0.430636363736109,0.273048743671169,0.810701492003917,-1.22611414886788,"a",0,0.0882133583199556
0.129287735160946,0.174135875106149,-2.02610958278953,0.603866064318714,-0.269114155008503,0.225090080591701,0.216747094443226,0.537798149646025,-0.875981344328801,-0.776657578754613,"c",0,-2.81934921943457
1.71506498688328,-0.615268316096478,2.20532606437083,-0.608044983359464,-0.379524721361516,1.13198590550899,0.961292345517448,0.500393176459709,0.207094332368276,0.0877763553105377,"a",1,2.32151103343861
0.460916205989202,-1.80689296408533,0.231389929911167,0.0848661205199916,-0.694381543701603,1.38048153537304,-1.55656431030924,1.87729040437169,-0.296095927147791,-0.45071046039773,"c",0,-1.45646044211475
-1.26506123460653,-0.643681105896039,0.375642260184807,1.57799019874749,-0.193542723789515,-0.232803414225492,0.544843926460806,-0.546623630763912,0.823779940503078,0.316111330536178,"a",1,-0.292177779143612
-0.686852851893526,2.04601885213282,-1.1929685182981,-0.463653743705612,0.936893991814893,-1.60064332725513,0.327768822410872,0.208316112481015,-0.630792272131494,2.40606817734118,"c",1,-0.635446442581193
-0.445661970099958,-0.560762421131065,1.13254984181008,-1.15852700589699,-0.822071099619348,-0.298369177065937,-0.488809232804017,-0.646145901574886,-1.03831522889182,1.30812689665788,"c",0,0.858209045015323
1.22408179743946,-0.835999305852858,1.83947679495165,0.723685640977932,-0.310246581174978,-0.275624083392323,0.124061212674077,0.421790236643586,1.64848053645928,-1.03779129539351,"b",1,-0.186361356947181
0.359813827057364,0.652947502777847,1.5278701045484,-0.784540661183284,0.42116032139351,-0.0303255731712796,-0.373938119775673,0.0386972905212245,0.434632225581985,1.0399673079781,"c",1,-0.551231879917705
0.400771450594052,0.441293124842934,-2.02362702275776,-0.268400025520266,0.452656407369059,1.08934602068742,1.66964674817633,-0.325940455008396,0.134051808570405,-0.0917519081899008,"b",1,0.829167847345982
0.11068271594512,0.751629056591275,-1.04050799863329,0.507799265824037,1.74838156505926,-1.00542176024774,0.304418251135568,1.92729657309301,1.5393141276273,-0.073077259312223,"c",0,0.824173114823705
-0.555841134754075,-0.277975085155337,0.09779160179052,0.461331003901638,-0.300061535539994,-1.63253625507862,-0.129661250884983,-1.28063712697593,-0.447468477034871,0.460347006488918,"c",0,0.288883536420322
1.78691313680308,1.12265421625967,0.696840799385693,1.17944958556405,-0.176532717527334,0.77354244519438,-0.0614056054424501,-0.849554275308674,0.665779047039272,-0.355176913763481,"b",1,2.53024389308889
0.497850478229239,-1.17260886019801,-0.5438885166101,-0.67939633341417,-1.78202377273323,-0.0282083227394901,-0.604183705656452,-1.04706256042671,-0.822972408932445,-0.386784191464069,"a",1,-0.166289374368141
-1.96661715662964,-0.048876767973659,-0.858549301944023,-0.318611569966249,1.31201547479091,0.356261089792291,0.269262247626327,2.1004823645706,-0.467313227602879,-0.606660438660325,"a",1,-1.34543600148918
0.701355901563686,-0.704140337217957,0.229785936335843,-0.658019293864502,0.730840343306823,-1.32699311672804,-0.96858313337448,0.285218528763316,1.41015783662107,0.159619133370559,"a",0,0.612292982090053
-0.472791407727934,0.680758638017183,-0.942643151607528,-0.162615980275628,0.992333739146852,-0.704537495814,0.190657518428592,0.791185213924314,-0.801738675504413,-1.02127091722836,"a",0,0.319724529592759
-1.06782370598685,0.130006761402136,2.04350430210435,1.98934911973313,-0.999500054025023,-0.220218526282562,-1.86597326098004,0.905671114439797,0.573845213334819,0.760567769291127,"c",0,-0.783951486949778
-0.217974914658295,1.10970808177014,-1.82549539989984,-0.0610519410969586,1.52370789097861,2.09328765920526,-0.291141880810867,-0.270472688559692,-0.941405986274529,0.721173646444034,"c",0,-0.999215028093706
